time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,validity
3340600,36.013015833333334,129.3189665,33.03956067112724,68.33245846399839,3.2,233.0,0.0,0.59375,-20.05078125,6.421875,2.00390625,-0.326171875,-0.400390625,-3.34375,-22.4453125,5.51171875,1.0
3340601,,,,,,,,1.6796875,-17.08984375,7.109375,2.14453125,0.162109375,1.12109375,-1.38671875,-18.3828125,3.51953125,1.0
3340602,,,,,,,,4.24609375,-13.85546875,5.23828125,1.61328125,0.0390625,0.224609375,2.13671875,-15.78515625,2.5234375,1.0
3340603,,,,,,,,6.63671875,-12.3984375,4.67578125,1.869140625,0.431640625,-0.09765625,2.7109375,-15.4375,2.37109375,1.0
3340604,,,,,,,,6.8359375,-11.8828125,4.921875,1.8984375,0.705078125,0.271484375,2.328125,-14.515625,3.17578125,1.0
3340605,,,,,,,,6.390625,-10.6953125,5.2109375,1.689453125,0.833984375,0.32421875,2.25,-13.44921875,2.71484375,1.0
3340606,,,,,,,,6.5,-9.2734375,4.3515625,1.685546875,0.83203125,0.267578125,2.3671875,-12.64453125,2.1796875,1.0
3340607,,,,,,,,7.1796875,-6.1796875,2.828125,1.705078125,0.7578125,0.216796875,3.09375,-9.66015625,0.7265625,1.0
3340608,,,,,,,,7.73046875,-3.734375,2.12109375,1.654296875,0.607421875,0.34375,3.66796875,-7.28125,0.07421875,1.0
3340609,,,,,,,,7.63671875,-2.375,2.41015625,1.462890625,0.435546875,0.5390625,3.58984375,-5.9765625,0.41796875,1.0
3340610,36.01301483333334,129.31896383333333,32.79916410111592,68.22149832066808,2.9000000000000004,239.0,,7.90625,0.19921875,3.15234375,1.228515625,0.275390625,0.677734375,3.86328125,-3.44921875,1.22265625,1.0
3340611,,,,,,,,8.17578125,3.11328125,3.28125,1.099609375,0.138671875,0.662109375,4.12890625,-0.57421875,1.4140625,1.0
3340612,,,,,,,,8.09765625,5.5625,2.99609375,0.9375,0.0078125,0.4765625,4.046875,1.8359375,1.18359375,1.0
3340613,,,,,,,,8.203125,7.45703125,2.96484375,0.876953125,-0.0703125,0.37109375,4.16796875,3.71484375,1.18359375,1.0
3340614,,,,,,,,8.05078125,8.578125,2.17578125,0.7890625,-0.150390625,0.232421875,4.01171875,4.7890625,0.45703125,1.0
3340615,,,,,,,,8.10546875,7.22265625,1.140625,0.443359375,-0.1796875,0.21484375,4.0859375,3.37109375,-0.5,1.0
3340616,,,,,,,,8.48046875,4.37109375,0.09765625,0.15625,-0.21875,0.41796875,4.47265625,0.49609375,-1.49609375,1.0
3340617,,,,,,,,9.0234375,2.625,-0.2109375,-0.041015625,-0.2578125,0.70703125,5.01171875,-1.265625,-1.765625,1.0
3340618,,,,,,,,8.9921875,1.9296875,-0.2265625,-0.130859375,-0.25,0.83984375,4.97265625,-1.953125,-1.765625,1.0
3340619,,,,,,,,7.8203125,0.96875,0.59375,-0.458984375,-0.150390625,1.0,3.78515625,-2.9140625,-0.921875,1.0
3340620,36.01301383333334,129.31896083333334,32.52871790125914,68.11053807367908,3.0,244.0,,5.04296875,1.8671875,2.39453125,1.228515625,0.275390625,0.677734375,0.98828125,-1.9921875,0.87890625,1.0
3340621,,,,,,,,2.796875,2.42578125,4.38671875,-1.6953125,0.0703125,0.689453125,-1.2734375,-1.41796875,2.828125,1.0
3340622,,,,,,,,0.68359375,3.359375,6.47265625,-2.044921875,0.216796875,0.244140625,-3.37890625,-0.4609375,4.86328125,1.0
3340623,,,,,,,,2.8046875,5.3125,3.5859375,-1.69140625,0.30078125,-0.2890625,-1.234375,1.4921875,1.9140625,1.0
3340624,,,,,,,,4.16796875,6.34765625,2.20703125,-0.70703125,0.3203125,-0.775390625,0.18359375,2.48828125,0.49609375,1.0
3340625,,,,,,,,4.6484375,7.015625,2.0234375,-0.45703125,0.248046875,-0.92578125,0.71875,3.10546875,0.3046875,1.0
3340626,,,,,,,,4.546875,7.0390625,2.91015625,-0.546875,0.205078125,-0.888671875,0.640625,3.1015625,1.18359375,1.0
3340627,,,,,,,,4.6015625,6.6640625,4.0,-1.0,0.126953125,-0.662109375,0.7578125,2.6796875,2.2578125,1.0
3340628,,,,,,,,4.33203125,2.8515625,2.3828125,-1.46875,0.021484375,-0.33203125,0.52734375,-1.15234375,0.609375,1.0
3340629,,,,,,,,4.61328125,-4.296875,9.47265625,-1.630859375,-0.06640625,0.052734375,0.83203125,-8.3125,7.66015625,1.0
3340630,36.01301216666666,129.31895783333331,32.25827196111911,67.92560500558788,3.1,239.0,,2.69140625,-21.4609375,10.71484375,1.228515625,0.275390625,0.677734375,0.98828125,-1.9921875,0.87890625,1.0
3340631,,,,,,,,0.984375,-48.14453125,15.80078125,-1.333984375,0.056640625,1.09765625,-2.8046875,-52.09375,13.90234375,1.0
3340632,,,,,,,,-15.34375,-46.99609375,12.30859375,-0.712890625,0.068359375,1.423828125,-19.1640625,-50.91015625,10.37890625,1.0
3340633,,,,,,,,-7.09765625,-16.95703125,12.98046875,0.322265625,-0.34375,-0.484375,-10.92578125,-20.875,11.06640625,1.0
3340634,,,,,,,,4.9375,-8.98046875,2.44140625,-2.138671875,0.40625,-2.400390625,1.1796875,-12.98828125,0.53515625,1.0
3340635,,,,,,,,15.66796875,-14.5390625,3.3515625,-1.341796875,-0.134765625,-3.296875,12.05859375,-18.66015625,1.375,1.0
3340636,,,,,,,,14.74609375,-20.98046875,11.56640625,-1.41796875,-0.455078125,-1.158203125,11.25390625,-25.20703125,9.57421875,1.0
3340637,,,,,,,,11.48828125,-21.5859375,10.6796875,-3.51953125,-0.875,1.25,7.99609375,-25.78125,8.6171875,1.0
3340638,,,,,,,,7.3125,-16.28515625,3.9921875,-3.8046875,-1.21484375,0.591796875,3.78125,-20.4140625,1.8359375,1.0
3340639,,,,,,,,4.06640625,-13.94921875,3.95703125,-3.20703125,-1.30078125,-0.4375,0.52734375,-18.0390625,1.72265625,1.0
3340640,36.013011166666665,129.31895516666665,32.017875369701756,67.81464488443912,2.8000000000000003,240.0,,1.875,-13.7265625,4.4453125,-3.478515625,-1.466796875,-0.166015625,-1.65625,-17.8125,2.140625,1.0
3340641,,,,,,,,1.62890625,-12.13671875,3.61328125,-3.931640625,-1.771484375,0.265625,-1.92578125,-16.1640625,1.22265625,1.0
3340642,,,,,,,,1.1328125,-10.16015625,3.1171875,-3.9140625,-1.994140625,0.33984375,-2.4609375,-14.1328125,0.6484375,1.0
3340643,,,,,,,,0.640625,-9.04296875,2.91015625,-3.79296875,-2.0078125,0.33203125,-2.9609375,-12.98828125,0.41796875,1.0
3340644,,,,,,,,-0.99609375,-6.84375,2.8671875,-3.513671875,-1.94921875,0.455078125,-4.64453125,-10.73046875,0.3046875,1.0
3340645,,,,,,,,-1.82421875,-5.2578125,2.61328125,-3.279296875,-1.861328125,0.669921875,-5.52734375,-9.08203125,-0.00390625,1.0
