time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,validity
3437860,36.01301733333333,129.3189555,32.04792250015592,68.49889365247311,3.0,238.0,,6.83203125,8.8828125,2.7265625,-1.2109375,0.109375,-5.14453125,-8.60546875,-5.05078125,2.22265625,1.0
3437861,,,,,,,,-6.83984375,-7.06640625,2.203125,-1.9765625,-0.646484375,-4.60546875,-11.97265625,-13.94140625,0.23046875,1.0
3437862,,,,,,,,-7.44921875,-16.30078125,4.1875,-0.91796875,-0.73046875,-0.6875,-11.70703125,-19.68359375,1.9921875,1.0
3437863,,,,,,,,-5.91015625,-17.015625,5.98046875,-0.130859375,-0.501953125,1.4296875,-9.484375,-19.53125,3.29296875,1.0
3437864,,,,,,,,-0.078125,-12.5546875,3.08203125,1.001953125,-0.380859375,1.357421875,-4.3515625,-15.97265625,0.91796875,1.0
3437865,,,,,,,,1.984375,-11.54296875,2.9140625,1.80859375,-0.212890625,0.62109375,0.9375,-13.09375,1.109375,1.0
3437866,,,,,,,,5.2578125,-9.64453125,3.1796875,1.8671875,-0.03515625,0.544921875,4.0,-10.8359375,2.22265625,1.0
3437867,,,,,,,,10.3515625,-5.84765625,4.984375,1.52734375,0.220703125,0.87890625,6.4140625,-9.03515625,3.0234375,1.0
3437868,,,,,,,,10.55078125,-5.80859375,3.67578125,1.439453125,0.3671875,1.171875,5.33984375,-9.7265625,0.8046875,1.0
3437869,,,,,,,,8.87890625,-6.17578125,1.78125,1.02734375,0.38671875,1.267578125,3.80859375,-9.49609375,-0.73046875,1.0
3437870,36.013016500000006,129.31895233333336,31.76245142154653,68.40642658103616,3.0,246.0,,6.83203125,8.8828125,2.7265625,0.470703125,0.234375,1.259765625,2.96484375,-7.8046875,-1.53515625,1.0
3437871,,,,,,,,6.5234375,-2.1875,-0.1796875,0.0703125,0.12109375,1.400390625,2.125,-5.78515625,-1.9921875,1.0
3437872,,,,,,,,6.0859375,0.08984375,0.4609375,0.048828125,-0.0234375,1.732421875,1.6640625,-3.48046875,-1.34375,1.0
3437873,,,,,,,,6.36328125,2.2734375,1.91015625,0.171875,-0.158203125,2.05859375,1.89453125,-1.2578125,0.11328125,1.0
3437874,,,,,,,,6.85546875,3.2578125,2.33984375,0.31640625,-0.240234375,2.138671875,2.3125,-0.2265625,0.57421875,1.0
3437875,,,,,,,,8.35546875,3.6484375,1.87109375,0.625,-0.375,1.658203125,3.7265625,0.234375,0.15234375,1.0
3437876,,,,,,,,9.28515625,3.46484375,1.47265625,0.826171875,-0.478515625,1.2890625,4.61328125,0.08203125,-0.19140625,1.0
3437877,,,,,,,,10.94140625,2.8515625,0.2265625,1.044921875,-0.548828125,1.072265625,6.21875,-0.53125,-1.34375,1.0
3437878,,,,,,,,11.42578125,1.625,-0.33984375,1.068359375,-0.6015625,1.037109375,6.68359375,-1.7578125,-1.83984375,1.0
3437879,,,,,,,,10.8046875,0.7734375,0.04296875,0.62890625,-0.626953125,1.05078125,6.03125,-2.6015625,-1.37890625,1.0
3437880,36.01301616666667,129.31894883333334,31.44693051331876,68.36943903131214,3.0,256.0,,9.00390625,1.10546875,1.05078125,-0.591796875,-0.439453125,0.82421875,4.19140625,-2.25390625,-0.30859375,1.0
3437881,,,,,,,,7.59375,1.47265625,2.40234375,-1.216796875,-0.2265625,0.5,2.77734375,-1.87109375,1.03515625,1.0
3437882,,,,,,,,7.05859375,1.86328125,3.359375,-1.541015625,0.060546875,0.107421875,2.234375,-1.48828125,1.953125,1.0
3437883,,,,,,,,7.1875,3.32421875,4.5546875,-1.72265625,0.263671875,-0.375,2.390625,-0.03515625,3.10546875,1.0
3437884,,,,,,,,6.91015625,4.0546875,7.421875,-2.037109375,0.380859375,-1.052734375,2.16015625,0.65625,5.8984375,1.0
3437885,,,,,,,,4.7265625,3.734375,11.4921875,-2.716796875,0.31640625,-1.8984375,0.0546875,0.2734375,9.8828125,1.0
3437886,,,,,,,,3.3984375,0.44921875,10.671875,-3.23828125,0.04296875,-2.880859375,-1.171875,-3.09765625,8.96484375,1.0
3437887,,,,,,,,-1.26171875,-25.0234375,16.57421875,-3.224609375,0.123046875,-3.416015625,-5.69140625,-28.6875,14.74609375,1.0
3437888,,,,,,,,-12.65625,-60.5859375,19.01953125,-2.169921875,0.62109375,-2.033203125,-16.953125,-64.3515625,17.08203125,1.0
3437889,,,,,,,,-24.48828125,-41.8671875,23.25,0.169921875,0.767578125,-0.03515625,-28.71484375,-45.6953125,21.2578125,1.0
3437890,36.01301516666667,129.31894516666668,31.11638505268637,68.25847861267819,3.2,253.0,,-4.0859375,-9.4375,8.7109375,-2.23046875,0.205078125,0.408203125,-8.296875,-13.29296875,6.703125,1.0
3437891,,,,,,,,6.76953125,-10.03515625,-5.49609375,-5.775390625,1.181640625,-2.845703125,2.62109375,-13.86328125,-7.69921875,1.0
3437892,,,,,,,,9.1796875,-13.07421875,-1.40234375,-3.150390625,0.080078125,-4.43359375,5.2265625,-17.0,-3.79296875,1.0
3437893,,,,,,,,9.15234375,-16.11328125,12.58203125,-2.4453125,-1.07421875,-1.984375,5.33984375,-20.140625,10.11328125,1.0
3437894,,,,,,,,9.53515625,-23.390625,11.1875,-1.673828125,-1.4609375,1.349609375,5.72265625,-27.42578125,8.6953125,1.0
3437895,,,,,,,,6.06640625,-21.81640625,4.17578125,-1.724609375,-1.48828125,2.322265625,2.16015625,-25.7734375,1.68359375,1.0
3437896,,,,,,,,1.953125,-18.22265625,3.33984375,-2.5625,-1.56640625,1.517578125,-2.015625,-22.1328125,0.83984375,1.0
3437897,,,,,,,,-0.41015625,-14.31640625,3.87109375,-4.5390625,-1.76953125,-0.05859375,-4.42578125,-18.15234375,1.30078125,1.0
3437898,,,,,,,,-0.09765625,-8.75,2.2890625,-5.1328125,-1.927734375,-0.580078125,-4.12109375,-12.5234375,-0.3828125,1.0
3437899,,,,,,,,0.29296875,-6.97265625,2.97265625,-4.892578125,-2.060546875,-0.46484375,-3.73828125,-10.68359375,0.19140625,1.0
3437900,36.01301483333334,129.31894216666666,30.845938568560094,68.2214912451706,3.0,257.0,0.0,0.90625,-6.16015625,3.69140625,-2.23046875,0.205078125,0.408203125,-3.1640625,-9.796875,0.83984375,1.0
3437901,,,,,,,,-1.23828125,-4.65234375,2.7421875,-3.591796875,-2.140625,0.009765625,-5.34765625,-8.2265625,-0.15625,1.0
3437902,,,,,,,,-2.125,-3.375,2.23828125,-3.765625,-2.142578125,0.083984375,-6.3046875,-6.85546875,-0.73046875,1.0
3437903,,,,,,,,-3.1875,-0.87890625,2.6328125,-3.783203125,-1.94921875,0.45703125,-7.41796875,-4.28515625,-0.3828125,1.0
3437904,,,,,,,,-4.16015625,1.5390625,3.59765625,-3.50390625,-1.75,0.8359375,-8.44921875,-1.7578125,0.53515625,1.0
3437905,,,,,,,,-4.28125,4.40234375,4.3359375,-2.962890625,-1.57421875,1.013671875,-8.640625,1.19140625,1.2265625,1.0
3437906,,,,,,,,-4.01953125,5.7734375,3.9296875,-2.611328125,-1.45703125,0.984375,-8.41015625,2.609375,0.8046875,1.0
3437907,,,,,,,,-3.58203125,6.76953125,2.83984375,-1.87109375,-1.240234375,0.755859375,-8.0234375,3.68359375,-0.30859375,1.0
3437908,,,,,,,,-3.765625,4.28515625,3.9140625,-1.283203125,-1.19921875,0.515625,-8.2578125,1.23046875,0.765625,1.0
3437909,,,,,,,,-4.00390625,2.4609375,5.09375,-0.9296875,-1.1171875,0.4609375,-8.5234375,-0.5703125,1.953125,1.0
3437910,36.01301566666667,129.31893883333333,30.545442013392282,68.31395623059726,3.1,275.0,,-3.234375,1.19140625,6.1953125,-2.23046875,0.205078125,0.408203125,-7.796875,-1.83203125,3.0625,1.0
3437911,,,,,,,,-2.36328125,1.41796875,6.31640625,0.591796875,-0.546875,0.44921875,-6.265625,-1.22265625,2.98828125,1.0
3437912,,,,,,,,-0.15625,3.06640625,5.4140625,1.146484375,-0.30859375,0.1484375,-3.93359375,0.80859375,1.953125,1.0
3437913,,,,,,,,0.6875,3.89453125,5.0078125,1.341796875,-0.181640625,-0.0234375,-2.359375,2.4921875,0.6875,1.0
3437914,,,,,,,,3.0703125,6.4921875,2.69921875,1.728515625,-0.05078125,-0.275390625,-0.17578125,5.0234375,-1.34375,1.0
3437915,,,,,,,,5.15234375,8.88671875,1.49609375,2.212890625,-0.087890625,-0.185546875,1.43359375,6.09765625,-1.5703125,1.0
3437916,,,,,,,,6.74609375,9.72265625,1.46484375,2.1953125,-0.2265625,0.486328125,3.42578125,6.09765625,-0.421875,1.0
3437917,,,,,,,,8.5234375,9.14453125,3.1875,1.755859375,-0.359375,1.025390625,4.15234375,4.90625,1.41796875,1.0
3437918,,,,,,,,8.76953125,8.3828125,4.14453125,1.576171875,-0.439453125,1.26171875,4.46484375,1.921875,2.6796875,1.0
