time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY
2421500,36.01294966666667,129.31879466666666,17.54899459574667,60.990610725757115,0.0,65535.0,0.0,0.4921875,-0.546875,-0.80078125,0.107421875,-0.009765625,-0.044921875,0.5625,-9.015625,1.8125
2421501,,,,,,,,0.42578125,-0.578125,-0.80078125,0.091796875,-0.001953125,0.07421875,0.48828125,-9.63671875,2.12109375
2421502,,,,,,,,0.42578125,-0.5859375,-0.80078125,0.0703125,-0.0078125,0.080078125,0.48828125,-9.63671875,2.12109375
2421503,,,,,,,,0.43359375,-0.5390625,-0.76953125,0.056640625,-0.015625,0.0703125,0.48828125,-9.59765625,2.16015625
2421504,,,,,,,,0.35546875,-0.5,-0.88671875,0.06640625,-0.013671875,0.060546875,0.41015625,-9.5546875,2.04296875
2421505,,,,,,,,0.40234375,-0.546875,-0.76953125,0.076171875,-0.015625,0.07421875,0.44921875,-9.59375,2.16015625
2421506,,,,,,,,0.515625,-0.61328125,-0.81640625,0.0703125,-0.013671875,0.06640625,0.5625,-9.6640625,2.12109375
2421507,,,,,,,,0.484375,-0.61328125,-0.89453125,0.083984375,-0.017578125,0.07421875,0.5234375,-9.66796875,2.04296875
2421508,,,,,,,,0.30078125,-0.5078125,-0.78515625,0.115234375,-0.025390625,0.0703125,0.33203125,-9.5546875,2.16015625
2421509,,,,,,,,0.41796875,-0.5,-0.71875,0.13671875,-0.033203125,0.0625,0.44921875,-9.5546875,2.234375
2421510,36.01294966666667,129.31879466666666,17.54899459574667,60.990610725757115,0.0,65535.0,,0.609375,-0.5078125,-0.91796875,0.125,-0.03515625,0.037109375,0.640625,-9.55859375,2.04296875
2421511,,,,,,,,0.6484375,-0.4296875,-0.96484375,0.103515625,-0.033203125,-0.0078125,0.6796875,-9.4765625,2.00390625
2421512,,,,,,,,0.6015625,-0.39453125,-0.92578125,0.107421875,-0.033203125,-0.015625,0.640625,-9.4375,2.04296875
2421513,,,,,,,,0.6015625,-0.39453125,-0.86328125,0.119140625,-0.02734375,-0.005859375,0.640625,-9.4375,2.12109375
2421514,,,,,,,,0.59375,-0.27734375,-0.86328125,0.09375,-0.029296875,-0.015625,0.640625,-9.3203125,2.12109375
2421515,,,,,,,,0.5546875,-0.125,-0.98046875,0.109375,-0.029296875,-0.009765625,0.6015625,-9.171875,2.00390625
2421516,,,,,,,,0.5546875,-0.1328125,-1.1015625,0.1171875,-0.029296875,-0.00390625,0.6015625,-9.17578125,1.890625
2421517,,,,,,,,0.59375,-0.2109375,-1.1484375,0.138671875,-0.03125,-0.015625,0.640625,-9.28515625,1.8515625
2421518,,,,,,,,0.5859375,-0.24609375,-1.1171875,0.1328125,-0.029296875,-0.01171875,0.6796875,-9.32421875,1.890625
