time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,validity
636540,36.01323916666667,129.31927466666667,60.82026572113105,93.11350470709226,1.1,45.0,,-0.74609375,1.40625,-1.0078125,-0.00390625,-0.099609375,-0.197265625,-0.72265625,-8.19921875,0.3125,1.0
636541,,,,,,,,-0.73828125,1.140625,-1.015625,0.0234375,-0.208984375,0.076171875,-0.72265625,-8.4609375,0.3125,1.0
636542,,,,,,,,-0.69921875,0.48828125,-0.9765625,0.076171875,-0.228515625,0.099609375,-0.68359375,-9.109375,0.3515625,1.0
636543,,,,,,,,-0.64453125,0.09765625,-0.953125,0.130859375,-0.2421875,0.107421875,-0.64453125,-9.49609375,0.390625,1.0
636544,,,,,,,,-0.63671875,-0.21875,-0.88671875,0.14453125,-0.25390625,0.119140625,-0.64453125,-9.8046875,0.46484375,1.0
636545,,,,,,,,-0.515625,-0.21875,-0.71875,0.111328125,-0.259765625,0.119140625,-0.53125,-9.80859375,0.65625,1.0
636546,,,,,,,,-0.5,-0.1875,-0.6484375,0.068359375,-0.2578125,0.1171875,-0.53125,-9.76953125,0.734375,1.0
636547,,,,,,,,-0.37890625,-0.30078125,-0.65625,0.064453125,-0.251953125,0.119140625,-0.41796875,-9.875,0.734375,1.0
636548,,,,,,,,-0.33203125,-0.53125,-0.7421875,0.080078125,-0.248046875,0.111328125,-0.37890625,-10.109375,0.65625,1.0
636549,,,,,,,,-0.27734375,-0.47265625,-0.640625,0.109375,-0.25,0.095703125,-0.33984375,-10.03125,0.7734375,1.0
636550,36.013239666666664,129.31927566666667,60.910413952133425,93.16898495442888,1.2000000000000002,47.0,,-0.421875,-0.125,-0.79296875,0.1171875,-0.2421875,0.07421875,-0.4921875,-9.69140625,0.62109375,1.0
636551,,,,,,,,-0.60546875,0.02734375,-0.92578125,0.1015625,-0.236328125,0.060546875,-0.68359375,-9.53125,0.50390625,1.0
636552,,,,,,,,-0.796875,0.02734375,-1.15625,0.095703125,-0.232421875,0.0546875,-0.875,-9.53515625,0.2734375,1.0
636553,,,,,,,,-0.796875,-0.01953125,-1.3984375,0.041015625,-0.232421875,0.025390625,-0.875,-9.5703125,0.046875,1.0
636554,,,,,,,,-0.68359375,-0.09375,-1.36328125,0.0234375,-0.244140625,0.015625,-0.76171875,-9.65234375,0.08203125,1.0
636555,,,,,,,,-0.69140625,0.1328125,-1.28515625,0.013671875,-0.24609375,-0.0078125,-0.76171875,-9.42578125,0.16015625,1.0
636556,,,,,,,,-0.796875,0.2890625,-1.20703125,-0.0078125,-0.25390625,-0.0234375,-0.875,-9.265625,0.23828125,1.0
636557,,,,,,,,-1.03515625,0.59375,-1.09375,-0.0859375,-0.265625,-0.03125,-1.10546875,-8.9609375,0.3515625,1.0
636558,,,,,,,,-1.5703125,0.78515625,-0.7734375,-0.224609375,-0.2734375,-0.013671875,-1.640625,-8.765625,0.65625,1.0
636559,,,,,,,,-2.0,0.48828125,-0.48046875,-0.333984375,-0.2890625,0.013671875,-2.0625,-9.0703125,0.92578125,1.0
636560,36.013240333333336,129.31927666666667,61.000562050959545,93.24295841087006,1.1,51.0,,-1.95703125,-0.546875,-0.35546875,0.1171875,-0.2421875,0.07421875,-0.4921875,-9.69140625,0.62109375,1.0
636561,,,,,,,,-1.1875,-2.42578125,0.234375,-0.4375,-0.337890625,0.060546875,-1.2578125,-11.984375,1.5390625,1.0
636562,,,,,,,,-0.1484375,-3.2578125,1.0859375,-0.498046875,-0.419921875,0.0625,-0.2265625,-12.83203125,2.34375,1.0
636563,,,,,,,,1.23046875,-4.8203125,1.40234375,-0.61328125,-0.560546875,0.06640625,1.15234375,-14.3984375,2.61328125,1.0
636564,,,,,,,,2.53515625,-7.15234375,1.890625,-0.798828125,-0.732421875,0.087890625,2.45703125,-16.734375,3.03125,1.0
636565,,,,,,,,3.26171875,-6.63671875,2.8515625,-0.869140625,-0.81640625,0.1015625,3.18359375,-16.23828125,3.9140625,1.0
636566,,,,,,,,3.65234375,-4.30078125,3.2109375,-0.8515625,-0.87109375,0.1171875,3.56640625,-13.90234375,4.21875,1.0
636567,,,,,,,,2.81640625,-2.875,3.0234375,-0.80078125,-0.978515625,0.16796875,2.72265625,-12.484375,3.953125,1.0
636568,,,,,,,,2.05078125,-2.21484375,2.75,-0.748046875,-0.9609375,0.18359375,1.95703125,-11.828125,3.609375,1.0
636569,,,,,,,,0.0390625,-2.515625,3.4296875,-0.626953125,-0.892578125,0.140625,-0.0703125,-12.140625,4.21875,1.0
636570,36.013241,129.319278,61.12075968834581,93.31693207677083,1.3,55.0,,-0.73046875,-2.8515625,3.5,0.1171875,-0.2421875,0.07421875,-0.83984375,-12.484375,4.2578125,1.0
636571,,,,,,,,0.17578125,-1.08984375,1.65625,0.42578125,-0.798828125,-0.119140625,0.08203125,-10.71875,2.421875,1.0
636572,,,,,,,,0.17578125,-1.08984375,1.6328125,0.451171875,-0.84765625,-0.146484375,0.15625,-10.33984375,2.3046875,1.0
636573,,,,,,,,0.2265625,-0.4765625,1.27734375,0.447265625,-0.970703125,-0.1015625,0.15625,-9.765625,1.8828125,1.0
636574,,,,,,,,0.21875,-0.1328125,1.0234375,0.4765625,-1.037109375,-0.0703125,0.15625,-9.6484375,1.8828125,1.0
636575,,,,,,,,0.203125,0.06640625,0.984375,0.59765625,-1.078125,0.00390625,0.08203125,-9.5703125,1.80859375,1.0
636576,,,,,,,,0.11328125,0.01953125,0.76953125,0.640625,-0.96875,0.1171875,0.12109375,-9.53515625,1.42578125,1.0
636577,,,,,,,,0.15234375,0.08984375,0.39453125,0.59375,-0.935546875,0.16015625,0.234375,-9.3046875,1.1171875,1.0
636578,,,,,,,,0.3515625,0.47265625,-0.08203125,0.412109375,-0.900390625,0.25390625,0.38671875,-8.96484375,0.96484375,1.0
636579,,,,,,,,0.43359375,0.6640625,-0.14453125,0.30859375,-0.89453125,0.2890625,0.38671875,-8.765625,0.96484375,1.0
636580,36.013241666666666,129.319279,61.210907786290115,93.39090553571452,1.2000000000000002,54.0,,-0.73046875,-2.8515625,3.5,0.171875,-0.8828125,0.33984375,0.46484375,-8.23828125,1.00390625,1.0
636581,,,,,,,,0.58984375,1.4609375,-0.26953125,0.1171875,-0.89453125,0.369140625,0.50390625,-7.8828125,0.8125,1.0
636582,,,,,,,,0.62109375,1.890625,-0.4375,0.083984375,-0.91796875,0.3828125,0.578125,-7.58203125,0.6953125,1.0
636583,,,,,,,,0.875,2.07421875,-0.56640625,0.0234375,-0.916015625,0.37890625,1.0390625,-7.3515625,0.54296875,1.0
636584,,,,,,,,1.296875,2.34375,-0.61328125,-0.0234375,-0.861328125,0.365234375,1.23046875,-7.12109375,0.65625,1.0
636585,,,,,,,,1.625,2.6484375,-0.69140625,-0.021484375,-0.833984375,0.35546875,1.5,-6.97265625,0.390625,1.0
636586,,,,,,,,1.7109375,2.6484375,-0.8046875,-0.01953125,-0.830078125,0.34765625,1.61328125,-6.93359375,0.3515625,1.0
636587,,,,,,,,1.97265625,2.609375,-1.11328125,0.0,-0.8046875,0.34765625,1.84375,-7.05078125,0.0078125,1.0
636588,,,,,,,,2.0703125,2.49609375,-1.34375,0.001953125,-0.7890625,0.3515625,1.921875,-7.15625,-0.18359375,1.0
636589,,,,,,,,2.29296875,2.2265625,-1.42578125,0.03125,-0.783203125,0.345703125,2.07421875,-7.4296875,-0.1484375,1.0
636590,36.01324216666667,129.31927983333333,61.28603124307005,93.44638568236843,1.0,53.0,,2.46484375,1.8359375,-1.21875,0.12890625,-0.677734375,0.322265625,2.11328125,-7.77734375,0.0078125,1.0
636591,,,,,,,,2.2109375,1.56640625,-1.234375,0.126953125,-0.607421875,0.298828125,1.84375,-8.0390625,0.0078125,1.0
636592,,,,,,,,2.2265625,1.56640625,-1.2421875,0.08203125,-0.5390625,0.259765625,1.57421875,-8.04296875,0.08203125,1.0
636593,,,,,,,,1.78125,1.5234375,-1.12890625,0.04296875,-0.46875,0.220703125,1.26953125,-8.078125,0.23828125,1.0
636594,,,,,,,,1.67578125,1.5234375,-1.01953125,0.05078125,-0.4296875,0.201171875,1.1171875,-8.08203125,0.2734375,1.0
636595,,,,,,,,1.4140625,1.5234375,-0.921875,0.087890625,-0.32421875,0.154296875,0.92578125,-8.1171875,0.3515625,1.0
636596,,,,,,,,1.34765625,1.4765625,-0.921875,0.095703125,-0.26953125,0.130859375,0.92578125,-8.23828125,0.390625,1.0
636597,,,,,,,,1.390625,1.09375,-0.8671875,0.1640625,-0.12109375,0.080078125,1.0390625,-8.73046875,0.390625,1.0
