time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,validity
3391500,36.01304233333334,129.31899116666668,35.26322098500853,71.27288702663775,2.6,42.0,0.0,-4.62890625,-24.4765625,10.59375,0.91015625,-0.181640625,-0.19140625,-7.55859375,-26.234375,15.3984375,1.0
3391501,,,,,,,,7.98828125,-11.78515625,-6.69140625,0.099609375,0.517578125,-2.333984375,5.04296875,-13.4765625,-1.83984375,1.0
3391502,,,,,,,,10.47265625,-7.59375,-11.2890625,1.373046875,0.791015625,-4.134765625,7.53515625,-9.34765625,-6.4375,1.0
3391503,,,,,,,,17.3203125,-6.86328125,-10.58984375,2.17578125,-0.119140625,-4.74609375,14.46875,-8.69140625,-5.70703125,1.0
3391504,,,,,,,,18.3515625,-7.89453125,0.6328125,0.478515625,-0.0546875,-3.04296875,15.578125,-9.80078125,5.5546875,1.0
3391505,,,,,,,,15.74609375,-14.01171875,3.8671875,-2.966796875,-0.53515625,0.787109375,13.05078125,-16.1171875,8.7734375,1.0
3391506,,,,,,,,10.375,-17.0,4.08203125,-2.953125,-0.396484375,1.6953125,7.6875,-19.19140625,8.96484375,1.0
3391507,,,,,,,,7.09765625,-16.96875,3.72265625,-2.125,-0.669921875,2.416015625,4.39453125,-19.26953125,8.58203125,1.0
3391508,,,,,,,,5.48046875,-14.5234375,0.40234375,-1.27734375,-1.216796875,2.056640625,2.78515625,-16.89453125,5.24609375,1.0
3391509,,,,,,,,5.2734375,-13.625,-0.484375,-0.58203125,-1.474609375,1.712890625,2.59375,-16.0078125,4.3671875,1.0
3391510,36.01304416666667,129.31899233333334,35.36839380967921,71.47631272734303,2.4000000000000004,38.0,,2.10546875,-8.66015625,-0.171875,0.0234375,-1.857421875,0.73828125,-7.55859375,-26.234375,15.3984375,1.0
3391511,,,,,,,,-0.8125,-3.86328125,-3.8671875,-0.548828125,-1.55859375,0.3828125,-3.3046875,-6.31640625,1.109375,1.0
3391512,,,,,,,,-1.99609375,-2.2890625,-6.5234375,-1.111328125,-1.119140625,0.076171875,-4.41796875,-4.82421875,-1.53125,1.0
3391513,,,,,,,,-2.203125,-1.30078125,-8.34765625,-1.484375,-0.78515625,0.169921875,-4.5703125,-3.94140625,-3.37109375,1.0
3391514,,,,,,,,-2.46484375,-0.1640625,-8.69921875,-1.30078125,-0.380859375,1.40625,-4.796875,-2.9453125,-3.75390625,1.0
3391515,,,,,,,,-3.0859375,1.078125,-6.984375,-1.1171875,-0.02734375,2.435546875,-5.453125,-1.7578125,-2.0703125,1.0
3391516,,,,,,,,-3.19921875,3.19921875,-4.35546875,-0.7734375,0.28125,3.18359375,-5.64453125,0.34765625,0.53515625,1.0
3391517,,,,,,,,-2.015625,4.52734375,-3.44140625,-0.287109375,0.400390625,3.45703125,-4.57421875,1.69140625,1.41796875,1.0
3391518,,,,,,,,-0.4140625,4.9296875,-3.43359375,0.33203125,0.328125,3.1875,-3.08203125,2.1484375,1.41796875,1.0
3391519,,,,,,,,0.5078125,5.17578125,-4.19921875,0.759765625,0.02734375,2.537109375,-2.234375,2.45703125,0.65234375,1.0
3391520,36.0130465,129.31899266666667,35.39844238026639,71.73521774763027,2.6,26.0,,1.7109375,4.4921875,-4.69140625,1.00390625,-0.197265625,1.94921875,-1.0859375,1.84375,0.19140625,1.0
3391521,,,,,,,,3.09375,2.16015625,-5.375,1.431640625,-0.18359375,1.6640625,0.2578125,-0.41796875,-0.46484375,1.0
3391522,,,,,,,,3.29296875,0.0078125,-6.1171875,1.724609375,-0.115234375,1.591796875,0.44921875,-2.5234375,-1.1875,1.0
3391523,,,,,,,,3.39453125,-2.42578125,-6.5390625,2.494140625,0.03515625,1.48046875,0.48828125,-4.78515625,-1.53125,1.0
3391524,,,,,,,,2.96484375,-4.5859375,-6.44140625,2.44140625,0.05078125,1.34375,0.02734375,-6.8125,-1.37890625,1.0
3391525,,,,,,,,2.11328125,-2.17578125,-4.94921875,1.814453125,0.080078125,0.984375,-0.85546875,-4.28515625,0.15234375,1.0
3391526,,,,,,,,2.08203125,-1.21875,-4.50390625,1.41015625,0.07421875,0.681640625,-0.89453125,-3.29296875,0.61328125,1.0
3391527,,,,,,,,1.8984375,1.28515625,-3.6875,0.41015625,-0.029296875,-0.54296875,-1.0859375,-0.76171875,1.453125,1.0
3391528,,,,,,,,1.29296875,2.75,-3.578125,0.185546875,-0.04296875,-1.376953125,-1.65625,0.65625,1.5703125,1.0
3391529,,,,,,,,0.93359375,3.43359375,-3.6171875,0.2265625,-0.029296875,-1.732421875,-2.00390625,1.30859375,1.53125,1.0
3391530,36.0130485,129.31899416666664,35.533664731827685,71.95713677767576,2.5,24.0,,-2.58984375,4.26953125,-0.4453125,1.00390625,-0.197265625,1.94921875,-5.48828125,2.07421875,4.7109375,1.0
3391531,,,,,,,,-5.2890625,4.26171875,1.34765625,0.908203125,0.28125,-2.666015625,-8.13671875,1.99609375,6.51171875,1.0
3391532,,,,,,,,-5.6171875,4.74609375,0.23828125,1.29296875,0.388671875,-2.830078125,-8.44140625,2.45703125,5.40234375,1.0
3391533,,,,,,,,-3.51171875,1.19140625,-2.1328125,2.87109375,0.537109375,-3.029296875,-6.29296875,-1.10546875,3.0625,1.0
3391534,,,,,,,,1.390625,-12.00390625,-2.203125,4.427734375,0.5703125,-2.353515625,-1.3515625,-14.203125,3.0625,1.0
3391535,,,,,,,,27.6015625,-75.6875,12.61328125,3.103515625,-0.19921875,2.525390625,24.8515625,-77.375,18.08203125,1.0
3391536,,,,,,,,28.41796875,-71.58984375,24.69921875,1.53125,0.140625,2.431640625,25.65234375,-73.1953125,30.18359375,1.0
3391537,,,,,,,,16.1484375,-31.52734375,5.39453125,-1.61328125,-0.15234375,0.25390625,13.359375,-33.16796875,10.87890625,1.0
3391538,,,,,,,,-2.5234375,-12.734375,-8.2578125,2.740234375,-0.359375,-3.796875,-5.2578125,-14.44140625,-2.7578125,1.0
3391539,,,,,,,,-4.6953125,-13.875,-5.1484375,2.833984375,-0.6015625,-5.72265625,-7.3671875,-15.5859375,0.3828125,1.0
3391540,36.013051000000004,129.31899583333333,35.68391166021301,72.23453549428855,2.8000000000000003,25.0,,-7.03515625,-12.2734375,-2.67578125,1.00390625,-0.197265625,1.94921875,-9.58984375,-14.0546875,2.91015625,1.0
3391541,,,,,,,,1.6328125,-21.390625,4.50390625,4.48046875,1.56640625,0.1875,-0.9296875,-23.05859375,10.15234375,1.0
3391542,,,,,,,,3.296875,-21.125,1.66015625,4.466796875,1.7265625,1.24609375,0.6796875,-22.671875,7.31640625,1.0
