time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,validity
3331370,36.013016666666665,129.318975,33.80582570570914,68.42492741314824,2.7,234.0,,-0.25,6.13671875,2.390625,-2.736328125,-0.796875,1.3984375,2.2109375,-16.9296875,2.41015625,1.0
3331371,,,,,,,,0.91796875,6.578125,3.0703125,-2.16015625,-0.763671875,1.58984375,-2.99609375,3.44921875,-0.234375,1.0
3331372,,,,,,,,2.3125,5.4609375,2.59765625,-1.337890625,-0.703125,1.611328125,-1.65625,2.4140625,-0.73046875,1.0
3331373,,,,,,,,2.75,4.03125,2.20703125,-0.52734375,-0.580078125,1.60546875,-1.27734375,1.03125,-1.11328125,1.0
3331374,,,,,,,,2.68359375,1.47265625,1.9609375,-0.029296875,-0.416015625,1.65234375,-1.38671875,-1.4921875,-1.34375,1.0
3331375,,,,,,,,2.0,0.0625,2.47265625,0.107421875,-0.1796875,1.783203125,-2.1171875,-2.87890625,-0.80859375,1.0
3331376,,,,,,,,1.1796875,-0.21875,3.1171875,0.0390625,-0.099609375,1.90234375,-2.9609375,-3.140625,-0.15625,1.0
3331377,,,,,,,,1.15234375,-0.06640625,3.64453125,-0.1875,0.025390625,1.9609375,-3.03515625,-2.94921875,0.37890625,1.0
3331378,,,,,,,,1.6875,1.140625,4.296875,-0.359375,0.02734375,1.712890625,-2.54296875,-1.6875,1.03125,1.0
3331379,,,,,,,,2.66796875,2.49609375,4.45703125,-0.30859375,-0.00390625,1.181640625,-1.58203125,-0.30859375,1.18359375,1.0
3331380,36.013015333333335,129.31897216666667,33.55040447745535,68.27698077882327,2.9000000000000004,237.0,,3.8359375,3.41015625,4.640625,-2.736328125,-0.796875,1.3984375,2.2109375,-16.9296875,2.41015625,1.0
3331381,,,,,,,,5.4296875,4.48046875,4.625,0.181640625,-0.09375,-0.2734375,1.1796875,1.64453125,1.375,1.0
3331382,,,,,,,,6.24609375,4.890625,4.265625,0.310546875,-0.1015625,-1.208984375,2.171875,2.10546875,0.80078125,1.0
